x1,x2,x3,x4,x5,x6,x7,x8,y1
2.645890127722286,10059.18138104778,1.050806231418849,10488.46258454657,2.003282935439604,10190.074730897517,2.957355572357843,9000.54400464639,0.0
2.6365851622785548,10065.214748624716,1.0725779451452042,10451.660745833398,1.9156057885036186,10271.452533486847,2.9298886538058944,9062.693791164058,2e-07
2.6271759896162896,10071.222571034741,1.0965759433354538,10413.486371855026,1.8283122051115999,10350.006598748927,2.8874184385820727,9137.914456353907,4e-07
2.617664076084282,10077.203912009592,1.1227404098201847,10374.034614553224,1.7420683598519862,10425.137445302364,2.830606051182895,9225.035052311267,6e-07
2.608050904042715,10083.157839407913,1.1510061284031354,10333.403809825151,1.6575324163135394,10496.27171588644,2.76033587754371,9322.699386837729,8e-07
2.598337971632147,10089.083425360523,1.1813026454157158,10291.695232415168,1.57534950435812,10562.866552908086,2.6777017979974174,9429.387135065304,1e-06
2.588526792540043,10094.979746415012,1.2135544453261768,10249.012843481389,1.4961467968593944,10624.413741232183,2.5839901590799883,9543.43750610727,1.2e-06
2.5786188957648704,10100.84588367966,1.2476811389657212,10205.463031466199,1.4205287234789816,10680.443586599697,2.4806597492569513,9663.075096320741,1.4e-06
2.5686158253778233,10106.680922966634,1.2835976639023885,10161.154346916608,1.3490723580057593,10730.528500075694,2.369319090284297,9786.437526727463,1.6e-06
2.5585191402821854,10112.483954934458,1.3212144964632744,10116.197231915428,1.2823230144595068,10774.286261172701,2.2517013977041915,9911.60443436554,1.8e-06
2.5483304139703895,10118.254075229726,1.36043787487661,10070.703744797693,1.2207900855669007,10811.382934747053,2.1296376002599606,10036.627366268458,2e-06
2.5380512342787998,10123.990384628038,1.4011700329775039,10024.787280838456,1.16494315536823,10841.535419408063,2.0050278382311597,10159.560110716635,2.2e-06
2.527683203140259,10129.69198917413,1.4433094438948317,9978.562289608195,1.115208415621181,10864.513607992001,1.8798118843678955,10278.48899359986,2.4e-06
2.5172279363344394,10135.358000321208,1.4867510731118638,9932.143989700315,1.071965413349655,10880.14214361329,1.7559389478751934,10391.562668272032,2.6e-06
2.5066870632360367,10140.987535069395,1.531386640269871,9885.648081541827,1.0355441543584512,10888.301757891704,1.6353373315021487,10497.020935164373,2.8e-06
2.4960622265608428,10146.579716103359,1.5771048890621486,9839.190459003008,1.0062225848181363,10888.930181143014,1.5198844140772767,10593.222142526853,3e-06
2.4853550821097414,10152.133671929027,1.623791864545732,9792.886920524905,0.9842244701392011,10882.022617586916,1.4113774257653335,10678.668741754927,3.2e-06
2.4745672985106646,10157.648537009401,1.6713311971795974,9746.852880484706,0.9697176873227172,10867.631781945798,1.3115054709807452,10752.030599485985,3.4e-06
2.4637005569585484,10163.123451899442,1.7196043928813607,9701.203081518399,0.9628129438192992,10845.867497154992,1.2218232344708144,10812.165703569826,3.6e-06
2.452756550953333,10168.557563380016,1.7684911283795017,9656.051308517797,0.9635629326733028,10816.895856254598,1.1437267798803001,10858.13794058674,3.8e-06
2.4417369860360414,10173.95002459085,1.8178695511249272,9611.510105014799,0.971961930399717,10780.937954858828,1.0784318175358112,10889.23166817339,4e-06
2.430643579522986,10179.299995162512,1.867616583014336,9567.690492659807,0.9879458406625189,10738.268203876003,1.0269547797506189,10904.962855311525,4.2e-06
2.4194780602381347,10184.60664134738,1.9176082271683357,9524.701694493539,1.0113926834211697,10689.212235355557,0.9900969982464606,10905.086617160374,4.4e-06
2.4082421682436905,10189.869136149571,1.9677198769996487,9482.650862701968,1.0421235258123591,10634.144417443507,0.9684322299989311,10889.601027139293,4.6e-06
2.3969376545689127,10195.086659453818,2.0178266268010536,9441.642811533009,1.0799038476630476,10573.484997410851,0.9622977256888732,10858.747146918533,4.8e-06
2.3855662809372338,10200.258398153284,2.0678035830788897,9401.779756040647,1.124445331213992,10507.696894557746,0.9717889797952295,10813.005273851271,5e-06
2.374129819491707,10205.383546276275,2.1175261758561206,9363.16105730772,1.1754080613956073,10437.28216746825,0.9967582440534971,10753.087464262573,5.2e-06
2.3626300525188326,10210.46130511184,2.166870469169021,9325.882974782391,1.2324031198649261,10362.778182575596,1.036816827420456,10679.926448983959,5.4e-06
2.3510687721708012,10215.490883334254,2.2157134699835477,9290.038426345644,1.2949955530074517,10284.753513277401,1.0913411467421223,10594.661113683716,5.6e-06
2.3394477801862,10220.471497126327,2.2639334347614195,9255.716756707821,1.3627076912538083,10203.8036008965,1.1594824339355123,10498.618770018273,5.8e-06
2.3277688876092246,10225.402370301563,2.3114101729117644,9223.003514711529,1.435022794380078,10120.546210600558,1.2401799485746512,10393.294493586744,6e-06
2.316033914507445,10230.28273442512,2.3580253463719716,9191.980240095947,1.5113889949729744,10035.616716958406,1.3321774902034136,10280.327850331369,6.2e-06
